"chr","pos","mkr"
"4",75.1186622607525,"4_475"
"4",75.415047707729,"4_478"
"4",76.5470331559249,"4_481"
"4",83.2306680942031,"4_512"
"4",84.8717185099544,"4_521"
"4",87.0888609037614,"4_529"
"4",90.8124349776006,"4_543"
"4",91.4281235671146,"4_547"
"4",92.7024645140168,"4_556"
"4",96.1117173921859,"4_570"
"4",96.4183512091483,"4_572"
"4",96.8795536692249,"4_575"
"4",97.2644939352001,"4_579"
"4",97.3674854659997,"4_580"
"4",98.2164378950859,"4_587"
"4",98.3119486718613,"4_588"
"4",98.3970208762924,"4_590"
"4",99.0352907146789,"4_595"
"4",99.7503876143353,"4_597"
"4",99.75216579073,"4_599"
"4",99.7915368900125,"4_600"
"5",0,"5_1"
"5",0.676002824296909,"5_6"
"5",0.679330452868475,"5_7"
"5",0.848457495801599,"5_9"
"5",3.00890052380324,"5_16"
"5",4.58706291683546,"5_22"
"5",5.54163469948321,"5_24"
"5",5.64653409170466,"5_27"
"5",5.76549445194608,"5_28"
"5",6.70940681359342,"5_34"
"5",7.31051738278174,"5_35"
"5",8.73330882158785,"5_42"
"5",9.36965267728041,"5_47"
"5",9.61420585940209,"5_50"
"5",9.75621298794527,"5_51"
"5",9.88366327902355,"5_53"
"5",9.98177798410729,"5_54"
"5",11.881666007801,"5_68"
"5",12.0867435594673,"5_71"
"5",13.4573247631467,"5_76"
"5",13.5312318018037,"5_78"
"5",13.8501454218321,"5_80"
"5",17.851040489972,"5_103"
"5",21.2465364248818,"5_124"
"5",21.9944543884073,"5_128"
"5",22.4269012332119,"5_131"
"5",23.0155850644227,"5_136"
"5",23.3834002648877,"5_139"
"5",23.866581074264,"5_143"
"5",24.137144186658,"5_144"
"5",24.2239745247539,"5_147"
"5",26.1049484300702,"5_162"
"5",26.1746422970277,"5_164"
"5",26.9036183652728,"5_168"
"5",27.9730305321923,"5_174"
"5",28.212749789499,"5_178"
"5",30.0139679729192,"5_184"
"5",30.4690798520535,"5_188"
"5",31.6546604011865,"5_197"
"5",32.3194427607931,"5_202"
"5",32.9327049530414,"5_204"
"5",33.8801917423367,"5_208"
"5",36.5679005108054,"5_215"
"5",37.5379234791255,"5_218"
"5",39.1220971173759,"5_227"
"5",39.3484464611308,"5_229"
"5",39.7272363332609,"5_232"
"5",40.260231961011,"5_238"
"5",40.5827075569017,"5_245"
"5",40.7031683791402,"5_248"
"5",40.8239499927981,"5_249"
"5",40.9553857317733,"5_251"
"5",42.189202869435,"5_259"
"5",43.0778011584419,"5_265"
"5",44.4058828794115,"5_273"
"5",45.4139154683,"5_275"
"5",46.3607706153991,"5_280"
"5",46.9539148992847,"5_282"
"5",47.5226027744603,"5_283"
"5",49.3815609259778,"5_294"
"5",49.4447409314734,"5_296"
"5",50.8889411036769,"5_303"
"5",51.0542474924818,"5_308"
"5",51.74495498358,"5_315"
"5",52.0504769577353,"5_317"
"5",52.4063142494825,"5_319"
"5",52.7760354014323,"5_322"
"5",54.495749531866,"5_329"
"5",55.0294738056591,"5_332"
"5",55.908827249721,"5_339"
"5",58.89636974366,"5_350"
"5",59.6695034123289,"5_357"
"5",60.1639595589125,"5_361"
"5",62.2661611750608,"5_374"
"5",62.5180238791054,"5_376"
"5",63.0576988167046,"5_377"
"5",64.2451385454093,"5_386"
"5",64.5072337188601,"5_388"
"5",64.6245662018784,"5_390"
"5",65.0456568571854,"5_393"
"5",65.1271821523917,"5_394"
"5",66.3882633529905,"5_399"
"5",67.2029457274218,"5_405"
"5",67.6618732133887,"5_412"
"5",68.7377060808714,"5_424"
"5",69.0229913761684,"5_427"
"5",69.6930342800052,"5_433"
"5",71.377323913724,"5_448"
"5",71.8453136743075,"5_450"
"5",71.9318588096108,"5_451"
"5",72.4912804837123,"5_453"
"5",74.2624330062684,"5_461"
"5",74.7809211023266,"5_464"
"5",75.5577681527177,"5_469"
"5",76.0635360081117,"5_475"
"5",76.2577817965189,"5_477"
"5",77.8507295474195,"5_484"
"5",80.4687482436768,"5_492"
"5",80.5166160407077,"5_493"
"5",81.367727765583,"5_497"
"5",81.3908178887834,"5_498"
"5",81.4190061381746,"5_499"
"5",82.3803275125795,"5_506"
"5",82.6449212570277,"5_509"
"5",84.1907165787083,"5_514"
"5",84.9956078531086,"5_519"
"5",85.0002796043579,"5_520"
"5",85.006545076875,"5_521"
"5",86.595712659078,"5_532"
"5",86.6901816792342,"5_534"
"5",87.905492923658,"5_542"
"5",88.457538289763,"5_547"
"5",90.965225063908,"5_558"
"5",91.7660552587206,"5_560"
"5",92.3168280902225,"5_562"
"5",92.3513073751209,"5_563"
"5",93.626361646244,"5_569"
"5",93.6407014979999,"5_571"
"5",97.0563832736658,"5_584"
"5",97.669812701212,"5_588"
"6",0.351573419365033,"6_3"
"6",0.99123346177805,"6_10"
"6",1.68090878615375,"6_16"
"6",3.54551573827334,"6_27"
"6",4.41068247031043,"6_30"
"6",4.57543113001965,"6_34"
"6",6.18443319066834,"6_47"
"6",6.26699691870957,"6_48"
"6",6.5170001189404,"6_52"
"6",6.62465351696003,"6_53"
"6",6.78810277213402,"6_55"
"6",7.76044519514141,"6_64"
"6",8.22164013288282,"6_66"
"6",8.36649503814668,"6_68"
"6",8.64797257680086,"6_72"
"6",13.0395144045487,"6_91"
"6",16.0425212888727,"6_98"
"6",16.8533531496722,"6_102"
"6",17.0183592094935,"6_104"
"6",17.0460060550665,"6_105"
"6",18.5731760255788,"6_112"
"6",18.7037827284222,"6_116"
"6",19.4355888920075,"6_119"
"6",19.7301383691042,"6_121"
"6",19.8782333985237,"6_122"
"6",21.2777859764679,"6_135"
"6",21.4297396876182,"6_136"
"6",22.6596023120788,"6_142"
"6",22.9696792878232,"6_148"
"6",24.1052061151282,"6_154"
"6",24.1687231848744,"6_155"
"6",25.0523110316973,"6_162"
"6",27.3513446191017,"6_173"
"6",27.5999825145875,"6_174"
"6",28.4236901699435,"6_179"
"6",28.6650425326344,"6_180"
"6",30.3479977162001,"6_189"
"6",30.8383428871391,"6_192"
"6",31.9682120666748,"6_199"
"6",32.4116566842935,"6_203"
"6",32.5913385532325,"6_205"
"6",32.733721207005,"6_206"
"6",33.6689525290592,"6_211"
"6",34.196761051232,"6_214"
"6",36.4436949327227,"6_232"
"6",41.9359847825522,"6_251"
"6",42.967106548318,"6_254"
"6",43.0033448960805,"6_255"
"6",43.4108429752945,"6_257"
"6",45.0035034826771,"6_265"
"6",46.6093341910213,"6_274"
"6",46.7330823375953,"6_275"
"6",47.8054216789034,"6_280"
"6",48.4853040695763,"6_285"
"6",49.4643707815793,"6_287"
"6",49.4762084536551,"6_288"
"6",49.5122726662739,"6_289"
"6",50.7864805727531,"6_299"
"6",51.6578715663128,"6_302"
"6",51.7168958393417,"6_303"
"6",51.8117502975483,"6_305"
"6",52.4014645344451,"6_309"
"6",53.423330457011,"6_313"
"6",54.7088828251763,"6_315"
"6",55.1553204848194,"6_318"
"6",57.9664058706317,"6_328"
"6",58.2068468846352,"6_330"
"6",58.7528197102384,"6_336"
"6",59.4797127017372,"6_337"
"6",60.4663362024408,"6_340"
"6",60.6686068690689,"6_345"
"6",63.6334926861217,"6_361"
"6",66.5817618746024,"6_374"
"6",66.8463357111175,"6_378"
"6",67.4776915903116,"6_390"
"6",68.3109844668203,"6_396"
"6",69.1708575286224,"6_399"
"6",69.1941719693441,"6_400"
"6",69.5141487877871,"6_406"
"6",70.9899204593272,"6_417"
"6",71.2456138009221,"6_418"
"6",73.0507633333185,"6_430"
"6",73.6629504715461,"6_434"
"6",74.3204269503831,"6_437"
"6",74.5467862393728,"6_438"
"6",74.7382045614828,"6_441"
"6",75.4775688946838,"6_448"
"6",77.9891668935158,"6_458"
"6",78.3648041517588,"6_462"
"6",78.9333204717214,"6_465"
"6",79.9268793310566,"6_468"
"6",80.2508402192804,"6_469"
"6",80.8442837659911,"6_473"
"6",81.3174762800891,"6_478"
"6",82.6216959638085,"6_481"
"6",82.9513023845407,"6_485"
"6",84.6347099206411,"6_491"
"6",86.4417887579005,"6_497"
"6",88.6127334700892,"6_505"
"6",89.2087612594503,"6_507"
"6",89.803300960576,"6_511"
"6",90.6311492561761,"6_518"
"6",91.6183337740093,"6_527"
"6",91.9452797036577,"6_528"
"6",92.0528559030553,"6_530"
"6",92.4657662199425,"6_533"
"6",92.776485823737,"6_536"
"6",93.3742864364524,"6_545"
"6",93.7611755760795,"6_551"
"6",93.9746744492191,"6_553"
"6",95.523030427243,"6_568"
"6",95.6008588302563,"6_571"
"6",95.9654414713315,"6_573"
"6",96.0297283437772,"6_575"
"6",96.0745706081457,"6_576"
"6",96.4639679622506,"6_580"
"6",97.505764637114,"6_583"
"6",98.1313867744168,"6_587"
"6",98.1665455161199,"6_588"
"6",98.2953976961955,"6_590"
"7",0.150550834200619,"7_3"
"7",0.894790070164444,"7_6"
"7",1.35427125004331,"7_14"
"7",1.571487421298,"7_18"
"7",3.32283377895565,"7_28"
"7",4.46673952097916,"7_39"
"7",4.9578483185402,"7_45"
"7",6.88638971030108,"7_54"
"7",7.93127072330856,"7_63"
"7",7.98432165046014,"7_64"
"7",8.2961670545871,"7_66"
"7",8.58386409390044,"7_67"
"7",10.801195515017,"7_81"
"7",13.6638958954888,"7_96"
"7",15.973661977463,"7_108"
"7",16.1557605070831,"7_113"
"7",16.1584721950462,"7_114"
"7",16.5318191490017,"7_121"
"7",18.2173728505664,"7_127"
"7",18.3471099810312,"7_128"
"7",19.3383256394417,"7_130"
"7",24.6503803228195,"7_144"
"7",24.8885743085576,"7_146"
"7",25.347260391964,"7_150"
"7",26.0600271255821,"7_152"
"7",27.0247108659808,"7_160"
"7",27.6215589590117,"7_167"
"7",28.2316953374785,"7_170"
"7",28.4901560769063,"7_171"
"7",29.3071019800957,"7_179"
"7",29.4952615635257,"7_183"
"7",29.5460350456634,"7_186"
"7",29.9102937193062,"7_188"
"7",30.78539624896,"7_190"
"7",30.9731373004078,"7_191"
"7",31.3208610117681,"7_193"
"7",31.3749978735845,"7_194"
"7",31.6750757673637,"7_198"
"7",32.1947784743111,"7_201"
"7",32.2439921235693,"7_202"
"7",32.4515825508741,"7_205"
"7",32.8181002045066,"7_208"
"7",33.9406127470715,"7_210"
"7",34.1895346873512,"7_211"
"7",35.4769860192563,"7_214"
"7",35.6720464625715,"7_215"
"7",36.2409135155364,"7_217"
"7",37.0373482419809,"7_222"
"7",38.5976902131475,"7_225"
"7",39.0184125760517,"7_230"
"7",40.1685720119747,"7_234"
"7",40.9372382419121,"7_239"
"7",41.7956103178731,"7_241"
"7",43.5915861375867,"7_250"
"7",44.1958390456073,"7_255"
"7",44.9066580200726,"7_260"
"7",46.3250095266152,"7_273"
"7",50.4245905528643,"7_289"
"7",50.575331558152,"7_293"
"7",53.1989636813106,"7_307"
"7",53.5380644907746,"7_310"
"7",53.5601484952057,"7_311"
"7",54.326843365701,"7_319"
"7",54.9346059147943,"7_320"
"7",54.9498859813337,"7_321"
"7",55.2138186041834,"7_327"
"7",55.8181854997308,"7_331"
"7",55.9474108521072,"7_333"
"7",56.1460319609618,"7_336"
"7",56.3320060526561,"7_337"
"7",58.5478789708883,"7_343"
"7",59.2221990719596,"7_349"
"7",59.8423351072951,"7_354"
"7",60.2865398166378,"7_355"
"7",61.0484973396574,"7_361"
"7",61.085825472977,"7_362"
"7",61.5907416254762,"7_364"
"7",62.3225778352407,"7_367"
"7",63.4789554461626,"7_376"
"7",64.8529283557357,"7_386"
"7",65.6344333887385,"7_394"
"7",65.6644154211169,"7_395"
"7",65.8138964287263,"7_396"
"7",65.9279248262097,"7_399"
"7",65.9665969842397,"7_401"
"7",69.2641068589434,"7_418"
"7",73.0541556128156,"7_437"
"7",73.1758901425205,"7_438"
"7",73.5768523825718,"7_441"
"7",73.9270416145767,"7_444"
"7",75.9688526703906,"7_461"
"7",77.0559995697003,"7_465"
"7",77.2456277977544,"7_467"
"7",77.4425943261002,"7_469"
"7",79.1940329655137,"7_477"
"7",80.2132575357448,"7_483"
"7",80.7246024335559,"7_490"
"7",82.0978118426455,"7_495"
"7",82.2459198841196,"7_498"
"7",82.291901323097,"7_499"
"7",82.4079811300751,"7_503"
"7",82.6250713363124,"7_507"
"7",83.1708560020598,"7_510"
"7",83.4835457245883,"7_513"
"7",87.3267288670126,"7_526"
"7",87.4874396520921,"7_529"
"7",87.6142670548626,"7_533"
